lemma	pos	en_word	en_definition	de_word	de_definition	fr_word	fr_definition	sentence	code	wn_definition_en	confidence_en	wn_definition_de	confidence_de	wn_definition_fr	confidence_fr
Holocaust	SUBST			Holocaust	Massenvernichtung	holocauste	massacre, destruction massive	am Kale Krich hate vill Leit Angscht virun engem nuklearen Holocaust 	HOLOCAUST1UNI2			die vollständige Vernichtung jeder Spur von etwas	0.5520104765892029		
Holz	SUBST	wood	material	Holz	Substanz	bois	matière	fréier gouf bal nëmme mat Holz gehëtzt 	HOLZ1UNI1	the hard fibrous lignified substance under the bark of trees	0.27480193972587585				
Holz	SUBST	wood	type of wood	Holz	Holzsorte	bois	sorte de bois	d'Eechenholz ass méi en deiert Holz ewéi d'Bierkenholz 	HOLZ1UNI2	the hard fibrous lignified substance under the bark of trees	0.42905181646347046				
Holzwuerm	SUBST	woodworm	infestation	Holzwurm	Befall	ver (du bois)	infestation	an deem ale Stull ass den Holzwuerm 	HOLZWUERM1UNI1	a larva of a woodborer	0.4822833836078644				
Homeopathin	SUBST	homeopath	female	Homöopathin		homéopathe	femme	meng Homeopathin huet mer e planzlecht Medikament proposéiert 	HOMEOPATHIN1UNI1	a practitioner of homeopathy	0.2791373133659363				
Homologin	SUBST	counterpart	female	Amtskollegin		homologue	femme	de Kulturminister huet d'Ausstellung zesumme mat senger franséischer Homologin besicht 	HOMOLOGIN1UNI1	a duplicate copy	0.17923331260681152				
Hond	SUBST	dog	animal	Hund	Tier	chien	animal	et soll een den Hond an d'Léngt huelen 	HOND1UNI1	a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds	0.34356144070625305				
Hond	SUBST	dog	person	Hund	Person	voyou		dee falschen Hond ass mech hannenerëm beschäisse gaangen! 	HOND1UNI2	someone who is morally reprehensible	0.39424842596054077				
Hondsaasch	SUBST	medlar	fruit	Mispel	Frucht	nèfle		hues du schonn eng Kéier en Hondsaasch giess? 	HONDSAASCH1UNI2	a South African globular fruit with brown leathery skin and pithy flesh having a sweet-acid taste	0.5636938810348511				
hondsmiserabel	ADJ	lousy	awful, ill	hundeelend		malade comme un chien		ech fille mech haut hondsmiserabel 	HONDSMISERABEL1UNI2	very bad	0.5184907913208008				
Honduranerin	SUBST	Honduran	female	Honduranerin		Hondurienne		meng bescht Frëndin ass Honduranerin 	HONDURANERIN1UNI1	a native or inhabitant of Honduras	0.2217974215745926				
hongereg	ADJ	miserable	pitifully little	lumpig	kümmerlich, erbärmlich wenig	misérable	pitoyablement peu de	si hunn hie fir e puer hongereg Su ëmbruecht 	HONGEREG1UNI3	contemptibly small in amount	0.6194785833358765			contemptibly small in amount	0.6194785833358765
honnertprozenteg	ADJ	pure	not mixed	hundertprozentig	pur	(à) cent pour cent	pur	kann een honnertprozentegen Alkohol huele fir ze desinfizéieren? 	HONNERTPROZENTEG1UNI1	(of color) being chromatically pure; not diluted with white or grey or black	0.3541182577610016				
hoppelen	VRB	to hop	to move by jumping forward	hoppeln		avancer par petits bonds		eng brong Kanéngchen hoppelt iwwer d'Wiss 	HOPPELEN1UNI1	make a jump forward or upward	0.7018789052963257				
Horaire	SUBST	timetable	in a school	Zeitplan		horaire	emploi du temps	eis Schoul huet en aneren Horaire kritt 	HORAIRE1UNI1	a schedule listing events and the times at which they will take place	0.15612037479877472				
Horaire	SUBST	timetable	for transport	Fahrplan		horaire	d'un moyen de transport	ech weess den Horaire vum Bus net auswenneg 	HORAIRE1UNI2	a schedule of times of arrivals and departures	0.17661727964878082				
horeg	ADJ	hairy	covered with hair	haarig	behaart	poilu		hien huet horeg Been 	HOREG1UNI1	having or covered with hair	0.7522096633911133	mit Haaren versehen oder bedeckt	0.6231189966201782		
Hörer	SUBST	receiver	telephone	Hörer	beim Telefon	écouteur	téléphonique	eisen Telefon ass net futti, mee den Hörer louch net richteg op 	HORER1UNI1	a person who receives something	0.2526710331439972				
Horizont	SUBST	horizon	boundary at which earth and sky seem to meet	Horizont	Grenze zwischen Himmel und Erde	horizon	séparation entre ciel et terre	ech hunn dem Schëff nogekuckt, bis et um Horizont verschwonne war 	HORIZONT1UNI1	the line at which the sky and Earth appear to meet	0.850019633769989	die Linie, an der sich der Himmel und die Erde zu treffen scheinen	0.7354727983474731	the line at which the sky and Earth appear to meet	0.850019633769989
Horizont	SUBST	horizon	intellectual range	Horizont	intellektuelle Reichweite	horizon	portée intellectuelle	déi Rees huet mäin Horizont erweidert 	HORIZONT1UNI2	the range of interest or activity that can be anticipated	0.5132733583450317			the range of interest or activity that can be anticipated	0.5132733583450317
Hotel	SUBST	hotel	business	Hotel	Betrieb	hôtel	entreprise	huet den Hotel eis Reservatioun scho confirméiert? 	HOTEL1UNI1	a building where travelers can pay for lodging and meals and other services	0.3262019157409668				
Hotel	SUBST	hotel	building	Hotel	Gebäude	hôtel	bâtiment	wéinst engem Chantier konnt den Taxichauffer eis net virum Hotel erausloossen 	HOTEL1UNI2	a building where travelers can pay for lodging and meals and other services	0.35853126645088196				
Hotelière	SUBST	hotelier	female	Hotelierin		hôtelière		d'Hotelière wëllt hiren Hotel virun der Touristesaison renovéieren 	HOTELIERE1UNI1	an owner or manager of hotels	0.17742586135864258				
Hotspot	SUBST	hotspot	epicentre	Hotspot	Zentrum, Brennpunkt	foyer	épicentre	an Europa war Norditalien ee vun den éischten Hotspotte vun der Coronakris 	HOTSPOT1UNI1	a place of political unrest and potential violence	0.29768842458724976				
Hotspot	SUBST	hotspot	for internet access	Hotspot	Zugangspunkt zum Internet	zone d'accès sans fil	à Internet	am Ausland sichen d'Touristen dacks no engem Hotspot , wann se wëllen an den Internet goen 	HOTSPOT1UNI2	a place of political unrest and potential violence	0.20673741400241852				
Houfert	SUBST	pride	satisfaction	Stolz	Befriedigung	fierté	satisfaction	voller Houfert huet d'Bomi de Frëndinnen hiren Enkel virgestallt 	HOUFERT1UNI1	satisfaction with your (or another's) achievements	0.6308186054229736				
Houseker	SUBST	Bogeyman	Knecht Ruprecht, Saint Nicholas' helper	Knecht Ruprecht		père Fouettard		wann s de dech net schécks, da bréngt den Houseker der eng Rutt! 	HOUSEKER1UNI1	an imaginary monster used to frighten children	0.10359102487564087				
Housse	SUBST	cover	protection	Bezug		housse		meng Mamm huet nei Houssë fir d'Këssen um Kannapee kaaft 	HOUSSE1UNI1	a covering that serves to conceal or shelter something	0.44387805461883545				
huddelen	VRB	to cheat	at a game	mogeln		tricher	au jeu	pass op, mäi Monni ass een, dee beim Kaartespill huddelt a fuddelt! 	HUDDELEN1UNI3	engage in deceitful behavior; practice trickery or fraud	0.1364787220954895				
huel	ADJ	hollow		hohl	leer, ohne Inhalt	creux	vide	d'Kaweechelchen huet säin Nascht an engem huele Bam 	HUEL1UNI1			Mit wenig Inhalt, ohne Anspruch.	0.7025635838508606		
huelen	VRB	to take	to grab, to grasp	nehmen	greifen	prendre	saisir	huel (der) e Stull, et sinn der genuch do! 	HUELEN1UNI1	get into one's hands, take physically	0.5299447178840637	ausführen	0.587806761264801	take hold of so as to seize or restrain or stop the motion of	0.5866171717643738
huelen	VRB	to take	to accept	nehmen		prendre		de Garçon wollt d'Drénkgeld net huelen 	HUELEN1UNI10	accept or undergo, often unwillingly	0.6150050759315491				
huelen	VRB	to take	measures	treffen		prendre	adopter, mettre en place	déi adequat Mesurë si geholl ginn , fir dat Schlëmmst ze verhënneren 	HUELEN1UNI12	ascertain or determine by measuring, computing or take a reading from a dial	0.49968966841697693				
huelen	VRB	to take	a holiday, time	nehmen	sich gönnen, sich einräumen	prendre	s'offrir, s'accorder	ech hunn am Summer dräi Woche Congé geholl 	HUELEN1UNI13	have with oneself; have on one's person	0.29512354731559753				
huelen	VRB	to place	in a certain position	nehmen	an eine bestimmte Stelle bringen	mettre	en un certain endroit	de Bauer huet d'Béischte virum Wanter an de Stall geholl 	HUELEN1UNI14	place somebody in a particular situation or location	0.5977754592895508	zusammenholen oder zusammenbringen	0.5596818327903748		
huelen	VRB	to take	to endure	einstecken	hinnehmen, ertragen	encaisser	supporter	hien huet dee Schicksalsschlag nach gutt geholl 	HUELEN1UNI17	experience or feel or submit to	0.48913654685020447	passieren lassen	0.6066502928733826		
huelen	VRB	to take	medicine	nehmen	Arzneimittel	prendre	des médicaments	hie muss all Muere Medikamenter huelen 	HUELEN1UNI2	get into one's hands, take physically	0.3429908752441406				
huelen	VRB	to deliver	to assist in the birth of	(auf die Welt) holen	ein Kind	extraire	à l'aide d'une intervention médicale	Puppelcher, déi bei der Gebuert mat der Ventouse geholl ginn , hu meeschtens fir eng Zäit de Kapp verformt 	HUELEN1UNI28	cause to be born	0.5826133489608765				
huelen	VRB	to take	to use, to employ	nehmen	benutzen, in Anspruch nehmen	prendre	utiliser, recourir à	mir huelen de Bus fir op Esch 	HUELEN1UNI3	make use of or accept for some purpose	0.5156574249267578	ausführen	0.5632351636886597		
huelen	VRB	to take	to negotiate, to cope with	nehmen	überwinden	prendre	franchir	déi Kéier kanns de net mat 80 huelen ! 	HUELEN1UNI4	to get into a position of having, e.g., safety, comfort	0.5067296028137207	ausführen	0.5579789876937866		
huelen	VRB	to take	to choose	nehmen	sich entscheiden für, wählen	prendre	se décider pour, choisir	wat fir eng Tapéit huelt der? 	HUELEN1UNI5	pick out, select, or choose from a number of alternatives	0.5473712086677551				
huelen	VRB	to take	to consider	nehmen	aufnehmen, deuten, betrachten	prendre	considérer	dat kann een huelen , wéi ee wëllt 	HUELEN1UNI6	take into consideration for exemplifying purposes	0.3552558422088623	ausführen	0.5637528896331787		
huelen	VRB	to take	to steal	nehmen	wegnehmen, stehlen	prendre	voler	pass op, datt keen der däi Portmonni hëlt ! 	HUELEN1UNI7	take into one's possession	0.46585556864738464			take by theft	0.6397048234939575
huelen	VRB	to take	to admit, to employ	nehmen	zulassen, einstellen	prendre	admettre, embaucher	fir déi Sektioun ginn all Joer nëmmen 20 Kandidate geholl 	HUELEN1UNI8	accept or undergo, often unwillingly	0.4705338478088379	ausführen	0.6365017890930176		
huerelen	VRB	to howl	animal	heulen	Tier	hurler	animal	däin Hond huet déi ganz Nuecht gehuerelt 	HUERELEN1UNI1	cry loudly, as of animals	0.3974788784980774				
huerelen	VRB	to howl	in pain	schreien	vor Schmerzen	brailler	de douleur	wéi de Patient an d'Urgence koum, huet e gehuerelt vu Péng 	HUERELEN1UNI2	laugh unrestrainedly and heartily	0.31076580286026				
huerelen	VRB	to howl	to make a long, high sound	heulen	ein lang gezogenes Geräusch machen	hurler	produire un son prolongé	de Wand huerelt am Kamäin 	HUERELEN1UNI5	make a loud noise, as of wind, water, or vehicles	0.6554726958274841			make a loud noise	0.6287295818328857
Humanistin	SUBST	humanist	female	Humanistin		humaniste	femme	als Humanistin gleeft si drun, datt all Mënsch soll selwer iwwer säi Liewe kënne bestëmmen, ouni dobäi aneren ze schueden 	HUMANISTIN1UNI1	a classical scholar or student of the liberal arts	0.20664870738983154				
Humpen	SUBST	half-pint	draught beer	Glas Bier	vom Fass	demi		bestell mir en Humpe mat, wannechgelift! 	HUMPEN1UNI1	disparaging terms for small people	0.07423904538154602				
hunn	VRB	to have	to own	haben		avoir		mäi Schwoer huet dräi Autoen, e fiert awer nëmme mat engem 	HUNN1UNI1	have ownership or possession of	0.6544845700263977				
hunn	VRB	to have	at one's disposal	haben	verfügen über	avoir (sous la main)		hues du e Fixspoun, fir d'Käerz unzefänken? 	HUNN1UNI14	get something; come into possession of	0.39959150552749634	erleben	0.5202720165252686		
hunn	VRB	to have	a characteristic	haben	eine Eigenschaft	avoir	une caractéristique	dat Kand huet e gudde Charakter 	HUNN1UNI15	have as a feature	0.38081780076026917				
hunn	VRB	to have	to be confronted with	haben	zu tun haben mit	avoir	être confronté à	virun zwee Méint hate mer schonn en änleche Fall 	HUNN1UNI19	be confronted with	0.9116190671920776	erleben	0.5808177590370178		
hunn	VRB	to have	to experience	haben	gewisse Umstände	avoir	certaines circonstances	mir haten all Dag gutt Wieder an eiser Vakanz 	HUNN1UNI20	cause to be born	0.47740259766578674				
hunn	VRB	to have	to be in touch with, to be involved with	haben	pflegen, unterhalten	avoir	entretenir	hutt dir nach ëmmer Kontakt mat ärer Famill an Amerika? 	HUNN1UNI4	have a personal or business relationship with someone	0.5357859134674072	erleben	0.5335172414779663		
hunn	VRB	to have	to feel	haben	verspüren, empfinden	avoir	éprouver	ech hat eng barbaresch Péng am Zant! 	HUNN1UNI5	cause to be born	0.4927743673324585	erleben	0.6539055109024048		
hunn	VRB	to have	an illness	haben	eine Erkrankung	avoir	une maladie, une affection	d'Cheffin kënnt haut net schaffen, well se d'Gripp huet 	HUNN1UNI6	suffer from; be ill with	0.5693724155426025				
hunn	VRB	to have	through a relationship	haben	durch soziale Bindung	avoir	par relation sociale	fréier haten d'Leit gewéinlech méi Kanner ewéi haut 	HUNN1UNI7	have a personal or business relationship with someone	0.4611550271511078				
Hürdelaf	SUBST	hurdles	discipline	Hürdenlauf	Disziplin	course de haies	discipline sportive	den Hürdelaf ass eng Disziplin an der Liichtathleetik 	HURDELAF1UNI1	an obstacle that you are expected to overcome	0.31509843468666077				
Hürdelaf	SUBST	hurdles	race	Hürdenlauf	Rennen, Veranstaltung	course de haies	course, événement	bei der Competitioun sinn zwee Hürdeleef iwwer zwou verschidden Distanze virgesinn 	HURDELAF1UNI2	a light movable barrier that competitors must leap over in certain races	0.3358716666698456				
Hutt	SUBST	hat		Hut	Kopfbedeckung	chapeau	couvre-chef	fir an d'Kierch eranzegoen, doen d'Männer hiren Hutt of 	HUTT1UNI1			ein Hut, der unter dem Kinn zusammengebunden wird	0.7054445743560791		
Huwwel	SUBST	plane	tool	Hobel		rabot		d'Messer vun dengem Huwwel muss geschlaff ginn 	HUWWEL1UNI1	a carpenter's hand tool with an adjustable blade for smoothing or shaping wood	0.4960063695907593				
Hybrid	SUBST	hybrid	plant, animal	Hybride		hybride	plante, animal	déi meescht Blummen an eise Gäert sinn Hybriden 	HYBRID5UNI1	(genetics) an organism that is the offspring of genetically dissimilar parents or stock; especially offspring produced by breeding plants or animals of different varieties or breeds or species	0.33386996388435364				
Hypnotiseurin	SUBST	hypnotist	female	Hypnotiseurin		hypnotiseuse		ech si gespaant, ob d'Hypnotiseurin mech an Trance versat kritt 	HYPNOTISEURIN1UNI1	a person who induces hypnosis	0.17963282763957977				
Hypochonderin	SUBST	hypochondriac	female	Hypochonderin		(femme) hypocondriaque		als Hypochonderin ass meng Mamm stänneg am Leed, se kéint eng schlëmm Krankheet hunn 	HYPOCHONDERIN1UNI1	a patient with imaginary symptoms and ailments	0.16351249814033508				
I	SUBST	i	letter	I	Buchstabe	i	lettre	nenn mer eng Stad, där hiren Numm mat engem I ufänkt! 	I1UNI1	the 9th letter of the Roman alphabet	0.37243589758872986				
Iddi	SUBST	idea	inspiration	Idee	Einfall	idée	inspiration	hien huet ëmmer gutt Iddien 	IDDI1UNI1	a personal view	0.3079376220703125	ein plötzlicher Wunsch	0.5201854705810547		
Iddi	SUBST	idea	thought, mental impression	Idee		idée	pensée, représentation mentale	dat ass bei him eng fix Iddi ginn 	IDDI1UNI2	the content of cognition; the main thing you are thinking about	0.5848608016967773			the content of cognition; the main thing you are thinking about	0.5848608016967773
Iddi	SUBST	idea	opinion, belief	Idee	Prinzip, Meinung	idée	principe, opinion	hie steet zu sengen Iddien 	IDDI1UNI3	a personal view	0.5532265901565552				
Iddi	SUBST	craving		Lust	Verlangen, Neigung	envie	désir, inclination	ech hätt nawell Iddi op e gudden Apel 	IDDI2UNI2			eine Neigung, etwas zu tun	0.6808886528015137		
ideal	ADJ	ideal		ideal	optimal	idéal	optimal	dat ass déi ideal Bauplaz fir en Eefamilljenhaus 	IDEAL2UNI1			einem ultimativen Standard von Vollkommenheit oder Vortrefflichkeit entsprechend; ein Ideal verkörpernd	0.5355836153030396		
Idealistin	SUBST	idealist	female	Idealistin		idéaliste	femme	déi Idealistin gesäit d'Wierklechkeet esou, wéi se sollt sinn, amplaz wéi se ass 	IDEALISTIN1UNI1	someone guided more by ideals than by practical considerations	0.09630050510168076				
