lemma	pos	de_word	de_definition	sentence	wn_definition
Lous	SUBST	Los	beim Glücksspiel	mir hunn an der Tombola zéng Louse kaaft an näischt gewonn 	Anbieten von Waren und Dienstleistungen zum Verkauf
Lous	SUBST	Los	beim Glücksspiel	well se sech net eens goufen, hu se d'Lous gezunn 	Anbieten von Waren und Dienstleistungen zum Verkauf
Lous	SUBST	Los	Schicksal	fréier haten d'Doléiner e schwéiert Lous 	(Theologie) Vorausbestimmung; insbesondere die (meist mit Calvin verbundene) Lehre, dass Gott jedes Ereignis in der Ewigkeit (einschließlich der endgültigen Erlösung der Menschheit) vorherbestimmt hat
Loyer	SUBST	Miete	Betrag	Enn der Woch ass de Loyer fälleg 	ein Schlagmann, der Bunts macht
Luck	SUBST	Luke	Kellerluke	fréier goufe bei villen Haiser d'Kuelen duerch eng Luck an de Keller geschott 	ein mit einer Luke versehener Eingang, insbesondere ein Durchgang zwischen den Decks eines Schiffes
lueden	VRB	laden	eine Feuerwaffe	de Jeeër huet d'Flënt gelueden 	(ein Gerät) mit etwas Notwendigem versorgen
lueden	VRB	aufladen	elektrisch	ier mer an d'Vakanz ginn, musse mer d'Batterie vum Fotoapparat lueden 	die Grenzen der
lueden	VRB	laden	digitale Daten	mat mengem neie Computer ginn d'Dateie méi séier gelueden 	(ein Gerät) mit etwas Notwendigem versorgen
Luef	SUBST	Lob	positive Beurteilung	d'Mataarbechter hu vun der Direktioun e grousst Luef kritt 	die ausdrückliche und förmliche Anerkennung einer Regierung oder der nationalen Unabhängigkeit eines Landes
lues	ADJ	leise	schwach hörbar	am Wartesall ass eng lues Musek gelaf 	durch Abwesenheit von Geräuschen gekennzeichnet
lues	ADJ	langsam	ohne Schnelligkeit, lange Zeit brauchend	dee leschte Leefer war esou lues , datt e vun deem éischten iwwerronnt gouf 	sich nicht schnell bewegen; vergleichsweise viel Zeit brauchen
lues	ADJ	langsam	ohne Schnelligkeit, lange Zeit brauchend	hien ass e Luesen 	sich nicht schnell bewegen; vergleichsweise viel Zeit brauchen
Lusch	SUBST	Kelle	Inhalt	ech héil nach eng Lusch Zopp! 	eine Kelle, die im Mauerwerk verwendet wird
Lutte	SUBST	Kampf	Bemühung (um), Ringen (um)	hien engagéiert sech ganz staark an der Lutte géint de Rassismus 	der Akt des Kämpfens; jede Auseinandersetzung oder jeder Kampf
Luucht	SUBST	Licht	Beleuchtung, Helligkeit	bei den Noperen ass nach Luucht 	mit reichlich Licht oder Erleuchtung
Luucht	SUBST	Luft	Höhe, Himmel	de Fliger ass schonn an der Luucht 	die Luft, die beim Atmen ein- und ausgeatmet wird
Luucht	SUBST	Luft	Höhe, Himmel	duerch d'Explosioun ass d'ganzt Haus an d'Luucht geflunn 	die Luft, die beim Atmen ein- und ausgeatmet wird
Luucht	SUBST	steigen	zunehmen	d'Bensinnspräisser gi schonn erëm an d'Luucht 	aufsteigen oder vorankommen
lyresch	ADJ	lyrisch	die Lyrik betreffend	ech hu probéiert, lyresch Texter ze schreiwen 	sexuelle Liebe oder Romantik ausdrückend oder anregend
M	SUBST	M	Buchstabe	nenn mer eng Uebstzort, déi mam Buschtaf M ufänkt! 	die im Rahmen des Systems International d'Unites festgelegte Grundeinheit der Länge (ca. 1,094 Yards)
maachen	VRB	machen	eine Tätigkeit	wat méchs du do? 	eine Handlung durchführen
maachen	VRB	machen	seine Notdurft verrichten	Ären Hond mécht ëmmer an eise Virgäertchen! 	eine Handlung durchführen
maachen	VRB	sich machen	Fortschritte machen	eisen Eelste mécht sech gutt op senger neier Plaz 	vor dem Wind segeln
maachen	VRB	machen	handeln	maach , wéi s de wëlls! 	sich engagieren
maachen	VRB	machen	eine Tätigkeit	du méchs dat! 	eine Handlung durchführen
maachen	VRB	machen	pflegen, zurechtmachen	dëst Joer hunn ech de Gaart net selwer gemaach 	sich engagieren
maachen	VRB	machen	betragen, ergeben	2 an 2 mécht 4 	entwickeln zu
maachen	VRB	machen	betragen, ergeben	déi Sau mécht 100 Kilo 	entwickeln zu
maachen	VRB	machen	verursachen	dëse Summer huet d'Dréchent vill Schued gemaach 	natürlich produzieren
maachen	VRB	machen	werden lassen	déi Nouvelle huet mech trauereg gemaach 	sich engagieren
maachen	VRB	tun	legen, stellen, setzen	maach d'Saachen an d'Mall! 	etwas an einen bestimmten Platz tun
maachen	VRB	machen	zugestehen, geben	de Verkeefer huet eis e gudde Präis gemaach 	sich engagieren
maachen	VRB	machen	zugestehen, geben	maacht mer e puer Tranchen Ham! 	sich engagieren
maachen	VRB	machen	eine Äußerung	du hues eng interessant Bemierkung gemaach 	durchführen, produzieren oder ausführen
Maansmënsch	SUBST	Mann	männliche Person	an deem Bistro sinn nëmme Maansleit 	eine erwachsene Person, die männlich ist (im Gegensatz zu einer Frau)
Maart	SUBST	Markt	Verkaufsveranstaltung	ech hu mer um Maart eng Bott Spargele kaaft 	die Welt der kommerziellen Aktivitäten, in der Waren und Dienstleistungen gekauft und verkauft werden
Maart	SUBST	Markt	Warenverkehr	d'Offer an d'Demande reegelen de Maart 	die Welt der kommerziellen Aktivitäten, in der Waren und Dienstleistungen gekauft und verkauft werden
Maasselter	SUBST	Ahorn	Holz	eisen neie Schaf ass aus Maasselter 	Typusgattung der Aceraceae; Bäume oder Sträucher mit geflügelten Früchten
mächteg	ADJ	mächtig	stark, einflussreich	dat Land ass duerch seng Industrie räich a mächteg ginn 	Mit großer Macht.
mächteg	ADJ	mächtig	wuchtig, massig	dat mächtegt Gebai aus dem 18. Joerhonnert gëtt ofgerappt 	reichlich nahrhaft
Madamm	SUBST	Dame	Frau	et ass eng Madamm un der Dier, déi mat dir wëllt schwätzen 	Eine weibliche Person.
Madamm	SUBST	Frau	Ehefrau	sidd Dir haut ouni Är Madamm komm? 	Die weibliche Person in einer Ehe.
mäerderesch	ADJ	mörderisch	brutal	op der Televisioun hunn se haut nëmme vun där mäerderescher Attack geschwat 	schockierend brutal oder grausam
mäerderesch	ADJ	mörderisch	extrem	haut ass eng mäerderesch Hëtzt 	weit über das hinausgehend, was in der Größenordnung oder im Ausmaß üblich ist
Mafia	SUBST	Mafia	zweifelhafte Interessengemeinschaft	géint déi kënns de net un, dat ass eng richteg Mafia ! 	Kriminelle Gruppe.
Mafia	SUBST	Mafia	kriminelle Organisation	wéi heescht scho méi déi japanesch Mafia ? 	Kriminelle Gruppe.
Magaséng	SUBST	Lager	Warenlager	de Vendeur ass d'Wueren hannenaus an de Magaséng siche gaangen 	Ort, an dem Waren gelagert werden
Magaséng	SUBST	Magazin	einer Schusswaffe	beim Raumen um Späicher hu mir dräi Magasénge fir eng Pistoul aus dem Zweete Weltkrich fonnt 	ein Lagerhaus (wie ein Raum auf einem Kriegsschiff), in dem Waffen und Munition gelagert werden
Magasinn	SUBST	Magazin	Zeitschrift	ech si scho jorelaang op dëse Magasinn abonéiert, well ëmmer interessant Artikelen dra sinn 	ein Unternehmen, das Zeitschriften herausgibt
Magasinn	SUBST	Magazin	Sendung	hues de schonn deen neie politesche Magasinn op der Tëlee gekuckt? 	Ort, an dem Waren gelagert werden
Magistratur	SUBST	Gericht	Behörde	a sengem neie Buch erkläert hien d'Fonctionnement vun der Magistratur 	ein Gericht, das für Strafsachen zuständig ist
Magnesium	SUBST	Magnesium	chemisches Element	d'Element Magnesium gehéiert zum Grupp vun den Äerdalkalimetaller 	ein Tausendstel (1/1.000) Gramm
Mailbox	SUBST	Mailbox	für E-Mails	ech hunn néng nei E-Mailen a menger Mailbox 	ein nummeriertes Fach in einem Postamt, in dem die Post zum Abruf bereitliegt.
Mailbox	SUBST	Mailbox	für Voicemails	ech hunn der e Message op deng Mailbox geschwat 	ein nummeriertes Fach in einem Postamt, in dem die Post zum Abruf bereitliegt.
Maillot	SUBST	Trikot	Kleidungsstück	de Coureur dréit e Maillot mam Logo vun sengem Sponsor 	ein gewirktes oder strickähnliches Gewebe
Maîtrise	SUBST	Magister	Diplom	hien huet eng Maîtrise an der Geografie 	ein Master-Abschluss in Kunst und Wissenschaft
Majestéit	SUBST	Majestät	Titel, Anrede	déi nei Ministere goufe vun Hirer Majestéit , der Kinnigin, vereedegt 	Beeindruckende Größe oder Proportion
Majoritéit	SUBST	Mehrheit	der größere Teil	eng grouss Majoritéit huet d'Petitioun ënnerschriwwen 	(Wahlen) mehr als die Hälfte der Stimmen
Makeup	SUBST	Make-up	Verwendung von Schminke	meng Schwëster geet ni ouni dezente Makeup aus dem Haus 	eine fettige Substanz, die von Schauspielern als Make-up verwendet wird
Makeup	SUBST	Make-up	Grundierung	dee Makeup gëtt et a fënnef verschiddenen Téin ze kafen 	eine fettige Substanz, die von Schauspielern als Make-up verwendet wird
Makeup	SUBST	Make-up	Schminke	ech kafe mäi Makeup an der Parfümerie 	eine fettige Substanz, die von Schauspielern als Make-up verwendet wird
Makréil	SUBST	Nase	Tier	d'Makréilen aus eise Gewässer si schwéier ze fänken 	ein kleiner Abstand
Makréil	SUBST	Nase	Nahrungsmittel	d'Makréil huet mir ze vill Sprenzen 	der Geruchssinn (insbesondere bei Tieren)
Mamm	SUBST	Mutter	Elternteil	si ass Mamm vun dräi Kanner 	eine Frau, die ein Kind geboren hat
Mamm	SUBST	Mutter	Elternteil	o Mamm (o Mamm )! 	eine Frau, die ein Kind geboren hat
managen	VRB	managen	leiten, betreuen	se sichen en neie Responsabelen, fir de Projet ze managen 	Meister sein; regieren oder herrschen
managen	VRB	managen	zustande bringen, meistern	trotz de Schwieregkeeten huet hien d'Affär gutt gemanaged 	effektiv handhaben
Manager	SUBST	Manager	Agent	de berüümte Filmstar huet säi Manager verklot 	Person, Führungskraft, in einem Unternehmen
Manager	SUBST	Manager	eines Unternehmens	dee Manager bréngt et fäerdeg, d'Personal fir d'Aarbecht ze motivéieren 	Person, Führungskraft, in einem Unternehmen
Manchette	SUBST	Manschette	eines Hemds	de Col an d'Manchettë vun den Hiemer gi mat engem spezielle Produit gesteift 	das Gefäß, das die Samen einer Pflanze enthält (nicht die Samen selbst)
Manchette	SUBST	Manschette	aus Krepppapier	maach eng Manchette ëm dat knaschtegt Blummendëppen! 	das Gefäß, das die Samen einer Pflanze enthält (nicht die Samen selbst)
Mandat	SUBST	Mandat	Auftrag	du hues kee Mandat , fir dat doten ze maachen 	ein Dokument, das eine offizielle Anweisung oder Befehl gibt
Mandat	SUBST	Mandat	(politisches) Amt	dem President säi Mandat leeft no fënnef Joer of 	der Auftrag, der einer Regierung und ihrer Politik durch einen Wahlsieg erteilt wird
Mandat	SUBST	Mandat	Auftrag	du hues kee Mandat , fir dat doten ze maachen 	ein Dokument, das eine offizielle Anweisung oder Befehl gibt
Mandat	SUBST	Mandat	(politisches) Amt	dem President säi Mandat leeft no fënnef Joer of 	der Auftrag, der einer Regierung und ihrer Politik durch einen Wahlsieg erteilt wird
Manéier	SUBST	Manieren	Umgangsformen, Benehmen	schumm dech, du hues keng Manéieren ! 	ein zuvorkommendes Verhalten
Mangan	SUBST	Mangan	chemisches Element	d'Element Mangan gehéiert zum Grupp vun den Iwwergangsmetaller 	ein hartes, sprödes, graues, mehrwertiges Metallelement, das Eisen ähnelt, aber nicht magnetisch ist; wird zur Herstellung von Stahl verwendet; kommt in vielen Mineralien vor
Mangel	SUBST	Mangel	Defizit	dëser Schülerin hiren Haaptproblem ass de Mangel u Konzentratioun 	eine akute Unzulänglichkeit
Mangel	SUBST	Mangel	Defekt, Fehler	dat neit Gebai huet eng Rei Mängel 	ein Versäumnis oder eine Unzulänglichkeit
mangelhaft	ADJ	mangelhaft	ungenügend	wa 50 % vun de Schüler mangelhaft Kenntnisser an de Sciencen hunn, da musse mer eise Schoulsystem a Fro stellen 	nicht standardisiert
mangelhaft	ADJ	mangelhaft	fehlerhaft	déi mangelhaft Stécker an der Maschinn goufen iwwer d'Garantie ersat 	hinter einer vorgeschriebenen Norm zurückbleibend
Manifestatioun	SUBST	Veranstaltung	Ereignis	am Kader vum Festival organiséiert d'Gemeng eng Rei kulturell Manifestatiounen 	Ein Ereignis, das veranstaltet wird.
Manifestatioun	SUBST	Demonstration	Kundgebung	muer de Mëtteg ass an der Stad eng Manifestatioun géint de Krich 	eine öffentliche Demonstration von Gruppengefühlen (gewöhnlich politischer Natur)
manifestéieren	VRB	sich melden	von sich hören lassen	no dräi Joer huet mäi Cousin sech emol nees eng Kéier manifestéiert 	seine Anwesenheit ankündigen
manifestéieren	VRB	sich zeigen	erkennbar werden	dës Zort vu Gripp manifestéiert sech duerch Féiwer an Halswéi 	gezeigt werden oder sich als solche erweisen
Manikür	SUBST	Maniküre	Handpflege	ech muss an d'Manikür , well ech ee vu menge falschen Neel verluer hunn 	professionelle Pflege der Hände und Fingernägel
Manipulatioun	SUBST	Manipulation	Verfälschung	bei de Wale koum et zu Manipulatiounen 	die Vermischung mit Fremdstoffen; das Produkt der Verfälschung
Manipulatioun	SUBST	Manipulation	Beeinflussung	d'Reklamm ass eng Manipulatioun vum Konsument 	geschickte oder hinterhältige Einflussnahme, insbesondere zum eigenen Vorteil
manipuléieren	VRB	manipulieren	beeinflussen	mat sengem Gerieds huet hie vill Leit kënne manipuléieren 	in der Absicht zu täuschen, glauben machen
manipuléieren	VRB	manipulieren	verfälschen	de Comptabel steet am Verdacht, d'Bicher vun der Firma manipuléiert ze hunn 	jemanden täuschen
Manktem	SUBST	Mangel	Defizit	wéinst Manktem u Beweiser ass de Beschëllegte fräigesprach ginn 	eine akute Unzulänglichkeit
Mann	SUBST	Mann	männliche Person	d'Toilettë fir Männer a Frae si getrennt 	eine erwachsene Person, die männlich ist (im Gegensatz zu einer Frau)
Mann	SUBST	Mann	männliche Person	hie stellt säi Mann ! 	eine erwachsene Person, die männlich ist (im Gegensatz zu einer Frau)
Mann	SUBST	Mann	Person, Individuum	du bass dee richtege Mann fir dës Aarbecht! 	eine erwachsene Person, die männlich ist (im Gegensatz zu einer Frau)
Männchen	SUBST	Männchen	Figur, Bildnis	d'Kanner hunn e Männchen op d'Tafel gemoolt 	ein Tier, das Keimzellen (Spermien) produziert, die weibliche Keimzellen (Eizellen) befruchten können
Männchen	SUBST	Männchen	Figur, Bildnis	hien ass voll ewéi de Männchen am Liicht! 	ein Tier, das Keimzellen (Spermien) produziert, die weibliche Keimzellen (Eizellen) befruchten können
Männchen	SUBST	Männchen	männliches Tier	ass däi Mierschwéngchen e Männchen oder e Weibchen? 	ein Tier, das Keimzellen (Spermien) produziert, die weibliche Keimzellen (Eizellen) befruchten können
Männchen	SUBST	Bürschchen	als warnende Anrede	lauschter emol, Männchen , elo geet et duer! 	ein Jugendlicher oder ein junger Erwachsener
Männi	SUBST	Bürschchen	als Tadel, als Warnung	so mol Männi , hei gëtt sech net virgedréckt! 	ein Jugendlicher oder ein junger Erwachsener
männlech	ADJ	männlich	männerspezifisch, einem Mann entsprechend	dat ass eng typesch männlech Reaktioun 	Mit den Eigenschaften eines Mannes.
männlech	ADJ	männlich	Genus	am Lëtzebuergesche gëtt et Substantiven, déi esouwuel männlech ewéi och weiblech sinn 	Mit den Eigenschaften eines Mannes.
männlech	ADJ	männlich	männlichen Geschlechts	ech hunn nëmme männlech Aarbechtskolleegen 	Mit den Eigenschaften eines Mannes.
manövréieren	VRB	manövrieren	steuern	de Chauffer huet de Bus mat vill Geschéck duerch déi enk Gaasse manövréiert 	mit Autorität entscheiden
manövréieren	VRB	manövrieren	ein Manöver ausführen	hien huet esou laang manövréiert , bis en den Auto richteg geparkt hat 	mit Autorität entscheiden
Manuskript	SUBST	Manuskript	Handschrift	an der Bibliothéik leie Manuskripter aus dem 12. Joerhonnert 	handgeschriebenes Buch oder Dokument
Manuskript	SUBST	Manuskript	Originalfassung	de Verlag wëllt mäi Manuskript net als PDF 	die Form eines literarischen Werks, das zur Veröffentlichung vorgelegt wird
Manuskript	SUBST	Manuskript	Vorlage, Notizen	de Riedner huet säi Manuskript op d'Säit geluecht a fräi geschwat 	handgeschriebenes Buch oder Dokument
Mapp	SUBST	Mappe	Aktendeckel	déi wichteg Dokumenter leien am ieweschten Tirang an enger bloer Mapp 	für lose Papiere oder Zeitschriften
Mapp	SUBST	Mappe	Tasche	solle mer dem Papp fir Pappendag net eng nei lieders Mapp schenken? 	eine Tasche mit einem Griff; zum Tragen von Papieren, Akten oder Büchern
Maquette	SUBST	Modell	verkleinerte Ausführung, Entwurf	an der Ausstellung ginn d'Maquettë vu verschiddene Buergen a Schlässer gewisen 	maßstabsgetreues Arbeitsmodell von etwas, das zu Studien-, Test- oder Ausstellungszwecken gebaut wurde
Maquillage	SUBST	Make-up	Schminke	wéinst menger empfindlecher Haut huelen ech kee bëllege Maquillage 	eine fettige Substanz, die von Schauspielern als Make-up verwendet wird
Maquillage	SUBST	Make-up	Verwendung von Schminke	der Braut hire Maquillage ass wierklech gelongen 	eine fettige Substanz, die von Schauspielern als Make-up verwendet wird
Marathon	SUBST	Marathon	Marathonlauf	ech hu wëlles, dëst Joer de Marathon matzelafen 	ein Fußlauf über 26 Meilen und 385 Yards
Marcassin	SUBST	Wildschwein	Fleisch	am Hierscht hu vill Restaurante Marcassin op der Kaart 	ein unkastriertes männliches Schwein
Marché	SUBST	Markt	Warenverkehr	d'Offer an d'Demande reegelen de Marché 	die Welt der kommerziellen Aktivitäten, in der Waren und Dienstleistungen gekauft und verkauft werden
Marinad	SUBST	Marinade	flüssige Gewürzmischung	eise Metzler mécht eng excellent Marinad fir d'Kotletten 	Mischungen aus Essig oder Wein und Öl mit verschiedenen Gewürzen; wird zum Einlegen von Lebensmitteln vor dem Kochen verwendet
Marinn	SUBST	Marine	Seestreitkräfte	mäi Cousin geet spéider gäre bei d'Marinn 	ein Mitglied des United States Marine Corps
Marionett	SUBST	Marionette	Puppe	ech hu mer an der Vakanz eng schéi Marionett kaaft 	die in einem Kokon eingeschlossene Puppe einer Motte oder eines Schmetterlings
Marionett	SUBST	Marionette	Person	hien ass just eng Marionett vu sengem Patron 	jemand, der in Knechtschaft gehalten wird
Mark	SUBST	Marke	einer Produktreihe	dat ass eng rechtlech geschützte Mark 	ein förmlich eingetragenes Symbol, das den Hersteller oder Händler eines Produkts kennzeichnet
Mark	SUBST	Mark	Währungseinheit	ier den Euro ageféiert gouf, gouf an Däitschland mat Mark bezuelt 	die im Rahmen des Systems International d'Unites festgelegte Grundeinheit der Länge (ca. 1,094 Yards)
markéieren	VRB	markieren	kennzeichnen, anzeigen, kenntlich machen	mir hu verschidde Plazen op der Kaart gréng markéiert 	wie mit einem Zeichen kennzeichnen
markéieren	VRB	spielen	sich benehmen wie	du hues haut erëm den Dabo markéiert 	auftreten
Markéierung	SUBST	Markierung	Kennzeichen, Marke	d'Ranner, déi geschluecht ginn, hunn eng rout Markéierung 	ein Muster von Markierungen
Markéierung	SUBST	Markierung	das Markieren	d'Strooss ass gespaart, well se nach mat der Markéierung amgaang sinn 	ein Muster von Markierungen
Markenzeechen	SUBST	Markenzeichen	Charakteristik, Merkmal	asymmeetresch Forme sinn dem Moler säi Markenzeechen 	ein förmlich eingetragenes Symbol, das den Hersteller oder Händler eines Produkts kennzeichnet
Marquage	SUBST	Markierung	Kennzeichnung	d'Strooss ass gespaart, well de Marquage grad frëschgemaach gëtt 	ein Muster von Markierungen
Mars	NP	Mars	Planet	Wëssenschaftler hu Sonden op de Mars geschéckt, fir Prouwen ze huelen 	(Römische Mythologie) Römischer Gott des Krieges und des Ackerbaus; Vater von Romulus und Remus; Gegenstück des griechischen Ares
