lemma,pos,en_word,en_definition,de_word,de_definition,fr_word,fr_definition,sentence,code,wn_definition_en,confidence_en,wn_definition_de,confidence_de,wn_definition_fr,confidence_fr,wn_definition,definition_language,confidence,gloss
kleeden,VRB,to dress,to clothe,kleiden,,habiller,,d'Leit haten sech fir d'Fest besonnesch schéi gekleet ,KLEEDEN1UNI1,provide with clothes or put clothes on,0.6215096116065979,,,provide with clothes or put clothes on,0.6215096116065979,provide with clothes or put clothes on,en,0.6215096116065979,Mat Kleeder undoen oder udoen; een oder eppes mat Kleeder bedecken.
Kleederstänner,SUBST,coat stand,,Kleiderständer,,portemanteau,,deen iwwerluedene Kleederstänner ass ëmgefall ,KLEEDERSTANNER1UNI1,,,,,a rack with hooks for temporarily holding coats and hats,0.6411210894584656,a rack with hooks for temporarily holding coats and hats,fr,0.6411210894584656,"Stänner oder Gestell, wou een Kleeder drop hänkt oder ofleet, fir se ze späicheren oder ze dréchnen."
Klimawandel,SUBST,climate change,,Klimawandel,,changement climatique,,verschidden Naturkatastrophe sinn Zeeche vum Klimawandel ,KLIMAWANDEL1UNI1,,,eine Veränderung des Weltklimas,0.7846486568450928,,,eine Veränderung des Weltklimas,de,0.7846486568450928,"Laangfristeg Verännerung vum Klima op der Äerd, besonnesch d’Erwiermung duerch mënschlech Aktivitéiten wéi d’Verbrenne vu fossille Brennstoffer, déi zu verännerte Wieder- a Ëmweltbedéngunge féiert."
klinzeg,ADJ,tiny,,winzig,,minuscule,très petit,du hues eng klinzeg Spann um Aarm sëtzen ,KLINZEG1UNI1,very small,0.8054975867271423,,,very small,0.8054977059364319,very small,en,0.8054975867271423,Kleng a fein; vun niddreger Gréisst oder Quantitéit.
kloen,VRB,to file a complaint against,,verklagen,durch ein gerichtliches Verfahren,porter plainte contre,,"anscheinend wëllen d'Nopere géint eis kloen , well mer eist Gaardenhaischen ouni Autorisatioun opgeriicht hunn ",KLOEN1UNI1,,,sich auf ein Gerichtsverfahren einlassen,0.7742058038711548,,,sich auf ein Gerichtsverfahren einlassen,de,0.7742058038711548,"Eng Persoun oder Saach, déi als Narr oder domm ugesi gëtt."
kloer,ADJ,light,bright,hell,von Licht erfüllt,clair,lumineux,am Summer gëtt et scho fréi kloer dobaussen ,KLOER1UNI1,,,durchlässig für Licht,0.6931225061416626,,,durchlässig für Licht,de,0.6931225061416626,Hell a gutt ze gesinn; ouni Wolleken oder Niwwel; och: einfach ze verstoen an net zweedeiteg.
klunschen,VRB,to rock,to move back and forth,schaukeln,,se balancer,,"klunsch net um Stull, soss fäls de ëm! ",KLUNSCHEN1UNI2,move back and forth or sideways,0.7316842079162598,,,,,move back and forth or sideways,en,0.7316842079162598,"Hinne- an hierbeweegen oder wackelen, meeschtens onroueg a widderhuelend."
knaschteg,ADJ,dirty,"obscene, lewd",dreckig,unanständig,sale,,du kanns de Kanner dach keng knaschteg Witze verzielen! ,KNASCHTEG1UNI3,vile; despicable,0.646294891834259,,,,,vile; despicable,en,0.646294891834259,"Vulgär oder onanstänneg am Ausdrock oder am Verhalen; obszön, mat sexueller Uspillung."
knuppen,VRB,to bang,to strike,hauen,,frapper,,hien huet mat der Fauscht op den Dësch geknuppt ,KNUPPEN1UNI1,strike violently,0.6076077222824097,,,,,strike violently,en,0.6076077222824097,Mat Kraaft op eppes oder een aschloen; schloen.
Koexistenz,SUBST,coexistence,,Koexistenz,,coexistence,,déi friddlech Koexistenz tëschent de Communautéiten ass e grousst Gléck fir dat Land ,KOEXISTENZ1UNI1,existing peacefully together,0.6761527061462402,,,existing peacefully together,0.6761527061462402,existing peacefully together,en,0.6761527061462402,"Zoustand, an deem zwou oder méi Persounen, Gruppen, Iddien oder Liewewiesen gläichzäiteg niefteneen existéieren an zesummeliewen, ouni sech géigesäiteg ze verdrängen oder ze zerstéieren."
kolossal,ADV,tremendously,,kolossal,sehr,énormément,beaucoup,ech hu mech kolossal iwwer däi Kaddo gefreet ,KOLOSSAL2UNI1,extremely,0.6944042444229126,,,,,extremely,en,0.6944042444229126,Aussergewéinlech grouss oder immens; vu ganz grousser Ausmooss oder Bedeitung.
kommen,VRB,to come,"to approach, to get to",kommen,"sich nähern, sich begeben",s'approcher,,"kenns du de Mann, deen do kënnt ? ",KOMMEN1UNI1,"move toward, travel toward something or somebody or approach something or somebody",0.7080291509628296,sich zu bewegen,0.650898277759552,,,"move toward, travel toward something or somebody or approach something or somebody",en,0.7080291509628296,sech op eng Plaz oder bei eng Persoun hibeweegen an do ukommen; erreechen oder dohinner geroden
kommen,VRB,to recall,,kommen auf,"sich erinnern an, herausfinden",se rappeler de,mentalement,ech kommen net méi op Ären Numm! ,KOMMEN1UNI14,recall knowledge from memory; have a recollection,0.6542212963104248,,,,,recall knowledge from memory; have a recollection,en,0.6542212963104248,Sich vun enger Plaz op eng aner beweegen an op enger bestëmmter Plaz ukommen; och am Sënn vun „erschéngen“ oder „bei een kommen“.
kommen,VRB,to lose,,kommen um,verlieren,(en venir à) perdre,,beim Accident sinn dräi Leit ëm d'Liewe komm ,KOMMEN1UNI17,fail to win,0.6228779554367065,,,,,fail to win,en,0.6228779554367065,Sich vun enger Plaz op eng aner beweegen an op enger bestëmmter Plaz ukommen; och am Sënn vun „ukommen/erscheinen“ oder „bei een op Besuch goen“.
kommen,VRB,to come,to have an orgasm,kommen,einen Orgasmus haben,jouir,avoir un orgasme,"wéi mer déi éischte Kéier matenee geschlof hunn, sinn ech séier komm ",KOMMEN1UNI18,experience orgasm,0.7242036461830139,einen Orgasmus erleben,0.9487159848213196,,,experience orgasm,en,0.7242036461830139,Den Orgasmus erliewen; sexuell zum Héichpunkt kommen.
kommunikativ,ADJ,communication,,kommunikativ,die Kommunikation fördernd,communicatif,qui facilite la communication,a ville Beruffer si kommunikativ Kompetenze gefrot ,KOMMUNIKATIV1UNI1,,,,,of or relating to communication,0.6166846752166748,of or relating to communication,fr,0.6166846752166748,"Fäeg a bereet, sech kloer an oppen auszedrécken an effektiv mat anere Leit ze kommunizéieren."
konform,ADJ,compliant,,konform,,conforme,,"dem Architekt säi Plang gouf verworf, well en net konform mam Bautereglement war ",KONFORM1UNI1,,,zur Konformität geneigt,0.638806939125061,,,zur Konformität geneigt,de,0.638806939125061,"Am Aklang mat enger Norm, Regel oder Erwaardung; esou, datt eppes de virgeschriwwene Viraussetzungen entsprécht."
Konsonant,SUBST,consonant,,Konsonant,,consonne,,et gëtt méi Konsonanten ewéi Vokalen ,KONSONANT1UNI1,a letter of the alphabet standing for a spoken consonant,0.6902817487716675,,,a letter of the alphabet standing for a spoken consonant,0.6902817487716675,a letter of the alphabet standing for a spoken consonant,en,0.6902817487716675,"E Konsonant ass e Sproochlaut, deen net wéi e Vokal fräi aus dem Mond erauskënnt, mee bei deem de Loftstroum duerch Zong, Lëpsen oder Zänn behënnert oder ofgegrenzt gëtt."
kontaktfreedeg,ADJ,,,kontaktfreudig,,sociable,,eis Portière ass eng kontaktfreedeg Persoun ,KONTAKTFREEDEG1UNI1,,,freundlich und angenehm,0.6186323165893555,,,freundlich und angenehm,de,0.6186323165893555,"Persoun oder Eegenschaft, déi gären a vill Kontakt mat anere Leit huet, oppe fir Gespréicher ass a séier nei Bekanntschafte mécht."
Kontinent,SUBST,continent,,Kontinent,Erdteil,continent,partie du monde,meng Tatta wëllt an hirer Pensioun op all d'Kontinenter reesen ,KONTINENT1UNI1,the European mainland,0.6444299221038818,,,,,the European mainland,en,0.6444299221038818,"Eng grouss zesummenhängend Landmass op der Äerd, déi vun Ozeaner oder Mierer getrennt ass an aus ville Länner a Regiounen besteet."
Kontrakt,SUBST,contract,legal agreement,Vertrag,vertragliche Vereinbarung,contrat,engagement mutuel,"de Kontrakt leeft automatesch virun, wann en net gekënnegt gëtt ",KONTRAKT1UNI1,a binding agreement between two or more persons that is enforceable by law,0.6564290523529053,"Eine unterzeichnete schriftliche Vereinbarung zwischen zwei oder mehreren Parteien, um eine Aktion durchzuführen",0.700215220451355,a binding agreement between two or more persons that is enforceable by law,0.6564290523529053,a binding agreement between two or more persons that is enforceable by law,en,0.6564290523529053,"Schrëftlech oder mëndlech Ofkommes tëscht zwou oder méi Parteien, dat Rechter a Flichten festleet an juristesch verbindlech ass."
kontrolléieren,VRB,to check,"to verify, to inspect",kontrollieren,überprüfen,contrôler,"vérifier, examiner",all Muere ginn am Zuch d'Billjeeë kontrolléiert ,KONTROLLEIEREN1UNI2,be verified or confirmed; pass inspection,0.7079926133155823,,,examine carefully for accuracy with the intent of verification,0.6981696486473083,be verified or confirmed; pass inspection,en,0.7079926133155823,"Eppes iwwerpréiwen oder inspizéieren, fir sécherzestellen datt et richteg, komplett oder an der Rei ass."
koordinéieren,VRB,to coordinate,,koordinieren,,coordonner,,eng Kulturkommissioun koordinéiert d'Aktivitéite vun deene verschiddene Veräiner ,KOORDINEIEREN1UNI1,,,"verschiedene Dinge, Vorgänge etc. aufeinander abstimmen, miteinander in Einklang bringen",0.655220091342926,,,"verschiedene Dinge, Vorgänge etc. aufeinander abstimmen, miteinander in Einklang bringen",de,0.655220091342926,"Verschidde Leit, Aktivitéiten oder Ressourcë sou ofstëmmen an organiséieren, datt se zesummegepasst an effizient op e gemeinsaamt Zil hinarbechten."
Korint,SUBST,currant,,Korinthe,,raisin de Corinthe,,"ech géif jo alt Müüsli iessen, wa keng Korinten dra wieren! ",KORINT1UNI1,any of various deciduous shrubs of the genus Ribes bearing currants,0.7010320425033569,,,,,any of various deciduous shrubs of the genus Ribes bearing currants,en,0.7010320425033569,"Antik griichesch Stadstaat um Isthmus vu Korinth, tëscht dem Peloponnes an dem griichesche Festland, bekannt als wichtege Handels- a Kulturzentrum."
korrigéieren,VRB,to correct,to put right,korrigieren,,corriger,"redresser, rectifier","d'Statistik war falsch, d'Zuelen hu misse korrigéiert ginn ",KORRIGEIEREN1UNI1,,,richtigstellen oder berichtigen,0.7279338836669922,settle or put right,0.6405694484710693,richtigstellen oder berichtigen,de,0.7279338836669922,"Eppes verbesseren oder richtegstellen, andeems een Feeler erkennt an se ausbessert."
Krabbefleesch,SUBST,crabmeat,,Krabbenfleisch,,chair de crabe,,als Entrée gëtt et eng Zalot mat Krabbefleesch ,KRABBEFLEESCH1UNI1,the edible flesh of any of various crabs,0.6415115594863892,,,the edible flesh of any of various crabs,0.6415115594863892,the edible flesh of any of various crabs,en,0.6415115594863892,"Fleesch vun enger Krabb, dat als Liewensmëttel giess gëtt."
krauselen,VRB,to curl,,sich kräuseln,,friser,cheveux,"wann et reent, krausele sech meng Hoer ",KRAUSELEN1UNI1,shape one's body into a curl,0.6441923379898071,sich zu Locken oder Kräuseln drehen oder rollen,0.6557090282440186,,,shape one's body into a curl,en,0.6441923379898071,"Krauselen: (Verb) sech a klenge Wellen oder Kräizelen zéien; eppes liicht kräuselen oder rëselen, z. B. wann d’Waasser oder d’Hoer sech kräuselen."
krauselen,VRB,to curl,,sich kräuseln,,friser,cheveux,"wann et reent, krausele meng Hoer ",KRAUSELEN1UNI2,shape one's body into a curl,0.6441923379898071,sich zu Locken oder Kräuseln drehen oder rollen,0.6557090282440186,,,shape one's body into a curl,en,0.6441923379898071,"Krauselen: (Verb) eppes oder sech selwer a kleng Wellen, Krullen oder Falen bréngen; sech kräuselen oder gekrauselt ginn (z. B. Hoer, Stoff, Waasseruewerfläch)."
Krawatt,SUBST,tie,necktie,Krawatte,,cravate,accessoire vestimentaire,fir déi Festivitéit muss de eng Krawatt undoen! ,KRAWATT1UNI1,neckwear consisting of a long narrow piece of material worn (mostly by men) under a collar and tied in knot at the front,0.6694092750549316,,,neckwear worn in a slipknot with long ends overlapping vertically in front,0.614757239818573,neckwear consisting of a long narrow piece of material worn (mostly by men) under a collar and tied in knot at the front,en,0.6694092750549316,"Stoffband, dat ëm den Hals gedroe gëtt an ënner dem Hiemskraang gebonne gëtt, meeschtens als Deel vun eleganter oder formeller Kleedung."
Kritik,SUBST,criticism,disapproval,Kritik,"Tadel, Beanstandung",critique,jugement défavorable,"ech weess, datt ech soss näischt ewéi Kriticke vun dir ze erwaarden hunn ",KRITIK1UNI1,disapproval expressed by pointing out faults or shortcomings,0.6072081327438354,,,,,disapproval expressed by pointing out faults or shortcomings,en,0.6072081327438354,"Ausdrock vu Mëssbilligung oder negativ Bewäertung vun eppes oder engem, dacks mat Bemierkungen iwwer Feeler oder Schwächten."
kritzelen,VRB,to doodle,,schmieren,nachlässig schreiben,griffonner,écrire,"hal op, esou ze kritzelen ! ",KRITZELEN1UNI3,make a doodle; draw aimlessly,0.7236078381538391,,,make a doodle; draw aimlessly,0.7236080169677734,make a doodle; draw aimlessly,en,0.7236078381538391,"Mat engem Stëft oder engem anere Schreifinstrument kleng, séier an dacks onreegelméisseg Strécher oder Zeechnungen op Pabeier maachen, meeschtens ouni vill nozedenken oder als Zäitverdreif."
Krunneméck,SUBST,fruit fly,,Fruchtfliege,,mouche du vinaigre,,"gehei d'Schuel vun der Orange direkt ewech, soss kommen d'Krunnemécken ! ",KRUNNEMECK1UNI2,,,,,any of numerous small insects whose larvae feed on fruits,0.6251463294029236,any of numerous small insects whose larvae feed on fruits,fr,0.6251463294029236,"Klengt, meeschtens lästegt Insekt, dat sech gären a fiichte Géigenden ophält a Mënschen oder Déieren stécht."
Kubaner,SUBST,Cuban,,Kubaner,,Cubain,,mäi beschte Frënd ass Kubaner ,KUBANER1UNI1,a native or inhabitant of Cuba,0.6007406711578369,,,a native or inhabitant of Cuba,0.6007407307624817,a native or inhabitant of Cuba,en,0.6007406711578369,Persoun aus Kuba; kubanesche Bierger oder Awunner.
kuelschwaarz,ADJ,coal-black,,kohlrabenschwarz,,d'ébène,,hir zwee Meedercher hu kuelschwaarz Hoer ,KUELSCHWAARZ1UNI1,of the blackest black; similar to the color of jet or coal,0.6869044899940491,,,,,of the blackest black; similar to the color of jet or coal,en,0.6869044899940491,"Déif schwaarz Faarf, wéi Kuel, déi fir e ganz donkelt Schwaarz benotzt gëtt."
kuerz,ADJ,short,in time,kurz,von geringer Dauer,court,,eis Vakanz war vill ze kuerz ,KUERZ1UNI2,,,von geringem Ausmaß,0.6994839906692505,,,von geringem Ausmaß,de,0.6994839906692505,"Eng kuerz Zäitdauer; net laang, nëmme fir eng kleng Zäit."
Kutsch,SUBST,carriage,horse-drawn,Kutsche,Pferdekutsche,calèche,,fir eis Hochzäit gi mir an enger Kutsch mat véier wäisse Päerd an d'Kierch gefouert ,KUTSCH1UNI2,a vehicle with wheels drawn by one or more horses,0.685829758644104,ein von vier Pferden gezogener Wagen mit einem Fahrer,0.6504608392715454,a horse-drawn carriage having four wheels; has an outside seat for the driver and facing inside seats for two couples and a folding top,0.6014569997787476,a vehicle with wheels drawn by one or more horses,en,0.685829758644104,"Gefier op Rieder, meeschtens vun engem oder méi Päerd gezunn, dat fir de Persounen- oder Wuereverkéier benotzt gëtt."
laatschen,VRB,to shuffle,to drag one's feet,latschen,gehen,marcher pesamment,,eisen Noper laatscht owes ëmmer an de Schlappen duerch d'Strooss ,LAATSCHEN1UNI1,walk by dragging one's feet,0.760949969291687,,,,,walk by dragging one's feet,en,0.760949969291687,"Lues a schwéierfälleg trëppelen an d’Féiss iwwer de Buedem schleefen, dacks aus Middegkeet oder Onwëllen."
Lafband,SUBST,conveyor belt,,Laufband,,tapis roulant,,"an der Keess tässelen ech meng Akeef dem Gewiicht no op d'Lafband , fir se derno besser kënnen anzepaken ",LAFBAND1UNI2,,,"ein Trainingsgerät, das aus einem Endlosband besteht, auf dem eine Person gehen oder joggen kann, ohne den Platz zu wechseln",0.7029343247413635,a moving belt that transports objects (as in a factory),0.7686083316802979,"ein Trainingsgerät, das aus einem Endlosband besteht, auf dem eine Person gehen oder joggen kann, ohne den Platz zu wechseln",de,0.7029343247413635,"E Band oder Rimm, deen iwwer Rullen leeft a fir Saachen oder Material automatesch ze transportéieren (z. B. an der Industrie oder um Fluchhafen)."
lafend,ADJ,ongoing,,laufend,andauernd,en cours,,de Procureur wëllt sech net iwwer déi lafend Enquête äusseren ,LAFEND1UNI1,,,über einen langen Zeitraum anhaltend,0.7076436281204224,,,über einen langen Zeitraum anhaltend,de,0.7076436281204224,Amgaang ze lafen; sech a Bewegung fortbeweegen (Partizip Präsens vu „lafen“).
Lager,SUBST,camp,temporary accommodation,Lager,Unterkunft,camp,,d'Arméi huet hiert Lager no un der Grenz opgeschloen ,LAGER1UNI4,temporary lodgings in the country for travelers or vacationers,0.7037010192871094,,,temporary lodgings in the country for travelers or vacationers,0.7037010192871094,temporary lodgings in the country for travelers or vacationers,en,0.7037010192871094,"Eng Plaz oder Ariichtung, wou Leit fir eng kuerz Zäit ënnerbruecht ginn, zum Beispill an engem Nout- oder Iwwergangslager."
Läichendéngscht,SUBST,requiem mass,,Totenmesse,,messe des morts,,d'Begriefnes an de Läichendéngscht waren am enkste Familljekrees ,LAICHENDENGSCHT1UNI1,,,eine Messe für die Verstorbenen,0.836724042892456,,,eine Messe für die Verstorbenen,de,0.836724042892456,"Reliéis oder zeremoniell Feierlechkeet am Kader vun engem Begriefnes, bei där fir déi verstuerwen Persoun gebiet a vun hir Äddi geholl gëtt."
