lemma	pos	en_word	en_definition	de_word	de_definition	fr_word	fr_definition	sentence	code	wn_definition_en	confidence_en	wn_definition_de	confidence_de	wn_definition_fr	confidence_fr	wn_definition	definition_language	confidence	lux_definition
physiotherapeutesch	ADJ	physiotherapeutic		physiotherapeutisch		physiothérapeutique		duerch eng effikass physiotherapeutesch Behandlung krut ech meng Réckeproblemer an de Grëff 	PHYSIOTHERAPEUTESCH1UNI1	of or relating to or used in physical therapy	0.7122353315353394					of or relating to or used in physical therapy	English	0.7122353315353394	wat d’Beweegungstherapie betrëfft, domat zesummenhänkt oder dofir benotzt gëtt
Physiotherapie	SUBST	physiotherapy		Physiotherapie		physiothérapie		an der Physiotherapie gi Beweegungen trainéiert, déi de Patient nees méi beweeglech solle maachen 	PHYSIOTHERAPIE1UNI1	therapy that uses physical agents: exercise and massage and other modalities	0.6480940580368042	Therapie, bei der physikalische Mittel eingesetzt werden: Bewegung und Massage und andere Modalitäten	0.6545785665512085	therapy that uses physical agents: exercise and massage and other modalities	0.6480940580368042	therapy that uses physical agents: exercise and massage and other modalities	English	0.6480940580368042	Behandlung, déi kierperlech Mëttel benotzt: Übunge a Massage an aner Methoden
Pianist	SUBST	pianist		Pianist		pianiste		de Pianist huet dat klassescht Stéck modern interpretéiert 	PIANIST1UNI1	a person who plays the piano	0.7642802000045776	ein Musiker, der ein Tasteninstrument spielt	0.6065833568572998	a person who plays the piano	0.7642802000045776	a person who plays the piano	English	0.7642802000045776	eng Persoun, déi Piano spillt
Pic	SUBST	peak	high point	Hochpunkt		pic	maximum	d'Zënsen hunn en neie Pic erreecht 	PIC1UNI1	the highest point (of something)	0.6938285827636719					the highest point (of something)	English	0.6938285827636719	den héchste Punkt (vun eppes)
picken	VRB	to sting		stechen	einstechen, verletzen	piquer	percer, blesser	gëschter huet eng Harespel mech an d'Hand gepickt 	PICKEN1UNI1	deliver a sting to	0.65067458152771					deliver a sting to	English	0.65067458152771	eng Stach ginn un
Picknick	SUBST	picnic	outdoor meal	Picknick	Mahlzeit im Freien	pique-nique	repas en plein air	am Summer organiséiert eise Club nees säin traditionelle Picknick 	PICKNICK1UNI1	any informal meal eaten outside or on an excursion	0.7693461179733276			any informal meal eaten outside or on an excursion	0.7693459987640381	any informal meal eaten outside or on an excursion	English	0.7693461179733276	all onformellt Iessen, dat dobaussen oder bei engem Ausfluch giess gëtt
Pickür	SUBST	injection		Spritze	Injektion	piqûre	injection	hien huet vun der Doktesch eng Pickür gemaach kritt 	PICKUR1UNI1			ein medizinisches Instrument zur Injektion oder Entnahme von Flüssigkeiten	0.6294634342193604			ein medizinisches Instrument zur Injektion oder Entnahme von Flüssigkeiten	German	0.6294634342193604	e medezinescht Instrument fir Flëssegkeeten anzesprëtzen oder erauszehuelen
Pickür	SUBST	syringe		Spritze	Injektionsspritze	seringue		looss déi eidel Picküren net do trëllen! 	PICKUR1UNI2			ein medizinisches Instrument zur Injektion oder Entnahme von Flüssigkeiten	0.6378411650657654			ein medizinisches Instrument zur Injektion oder Entnahme von Flüssigkeiten	German	0.6378411650657654	e medezinescht Instrument fir Flëssegkeeten anzespëtzen oder erauszehuelen
Pietéit	SUBST	piety	respect, reference	Pietät	Respekt	piété	respect	aus Pietéit geet hien Allerhellegen op d'Graf vu sengen Elteren 	PIETEIT1UNI1			ein höflicher Ausdruck (durch Worte oder Taten) der Wertschätzung oder Achtung	0.6741341352462769			ein höflicher Ausdruck (durch Worte oder Taten) der Wertschätzung oder Achtung	German	0.6741341352462769	eng héiflech Ausdrocksweis (duerch Wierder oder Doten) vu Wäertschätzung oder Respekt
piffen	VRB	to manure	to spread liquid manure	jauchen		fumer	répandre du purin sur	de Bauer huet dës Woch (seng Stécker) gepifft 	PIFFEN1UNI1	spread manure, as for fertilization	0.8072090148925781					spread manure, as for fertilization	English	0.8072090148925781	Dünger op d’Felder verdeelen, fir se ze befruchten
piipsen	VRB	to beep		piepen	Gerät	émettre des bips	appareil	mäi Computer huet e Problem, well e piipst an engem Stéck 	PIIPSEN1UNI2	call, summon, or alert with a beeper	0.6001366376876831					call, summon, or alert with a beeper	English	0.6001366376876831	mat engem Pager uruffen, zesummeruffen oder alarméieren
pikant	ADJ	titillating		pikant	anzüglich	piquant	grivois	ziel déi pikant Detailer léiwer net virun de Kanner! 	PIKANT1UNI2			anziehend oder erfreulich	0.6950584650039673			anziehend oder erfreulich	German	0.6950584650039673	uspriechend oder agreabel
Pilgerfaart	SUBST	pilgrimage		Pilgerfahrt		pèlerinage		de Paschtouer huet dëst Joer zwou Pilgerfaarten organiséiert 	PILGERFAART1UNI1	a journey to a sacred place	0.6902681589126587	eine Reise zu einem heiligen Ort	0.610029935836792			a journey to a sacred place	English	0.6902681589126587	eng Rees op eng helleg Plaz
Pillem	SUBST	pillow		Kopfkissen		oreiller		ech brauch eng frësch Kappzich fir mäi Pillem 	PILLEM1UNI1			ein Kissen, das den Kopf einer schlafenden Person stützt	0.7025912404060364			ein Kissen, das den Kopf einer schlafenden Person stützt	German	0.7025912404060364	e Këssen, dat de Kapp vun enger schlofender Persoun ënnerstëtzt
Pilot	SUBST	pilot	of an aircraft	Pilot	Flugzeugführer	pilote	d'avion	virum Start iwwerpréift de Pilot d'Instrumenter am Cockpit 	PILOT1UNI1			jemand, der ein Flugzeug steuert	0.7857691645622253			jemand, der ein Flugzeug steuert	German	0.7857691645622253	eng Persoun, déi e Fliger steiert
Pimpampel	SUBST	butterfly		Schmetterling	Insekt	papillon	insecte	d'Kanner sinn de Pimpampelen an der Wiss nogelaf 	PIMPAMPEL1UNI1			tagaktives Insekt, das typischerweise einen schlanken Körper mit geknoteten Fühlern und breiten bunten Flügeln hat	0.644046425819397			tagaktives Insekt, das typischerweise einen schlanken Körper mit geknoteten Fühlern und breiten bunten Flügeln hat	German	0.644046425819397	en Insekt, dat am Dag aktiv ass an typescherweis e schlanke Kierper mat geknätschte Filler an breet, faarweg Flilleken huet
Pingpong	SUBST	ping-pong		Pingpong		ping-pong		an der Vakanz hu mir all Dag Pingpong gespillt 	PINGPONG1UNI1	a game (trademark Ping-Pong) resembling tennis but played on a table with paddles and a light hollow ball	0.6813593506813049			a game (trademark Ping-Pong) resembling tennis but played on a table with paddles and a light hollow ball	0.6813593506813049	a game (trademark Ping-Pong) resembling tennis but played on a table with paddles and a light hollow ball	English	0.6813593506813049	e Spill (Markennumm) dat dem Tennis gläicht, mee op engem Dësch mat klengen Schléiger an engem liichten, huelene Ball gespillt gëtt
pink	ADJ	(shocking) pink		pink		rose vif	couleur	fir op den Ausfluch hat ech mäi pinke Pullover un 	PINK1UNI1			mit einer rosa Farbe	0.7329486012458801			mit einer rosa Farbe	German	0.7329486012458801	mat enger rosa Faarf
Pinsel	SUBST	paintbrush		Pinsel		pinceau	de peintre	den Usträicher wäscht seng Pinselen am Terpetäin aus 	PINSEL1UNI1	a brush used as an applicator (to apply paint)	0.6424329280853271			an artist's distinctive technique of applying paint with a brush	0.6527889966964722	a brush used as an applicator (to apply paint)	English	0.6424329280853271	eng Biischt, déi als Uwendungsinstrument benotzt gëtt (fir Faarf opzetragen)
pipeg	ADJ	oversensitive		zimperlich	empfindlich	douillet	sensible	dacks sinn d'Männer, wann se krank sinn, méi pipeg ewéi d'Fraen 	PIPEG1UNI2	unduly sensitive or thin-skinned	0.6284990906715393					unduly sensitive or thin-skinned	English	0.6284990906715393	iwwerdriwwe empfindlech oder séier gekränkt
Pirat	SUBST	pirate		Pirat		pirate		d'Piraten hunn e Frachtschëff gekapert 	PIRAT1UNI1	a ship that is manned by pirates	0.60797119140625			a ship that is manned by pirates	0.60797119140625	a ship that is manned by pirates	English	0.60797119140625	e Schëff, dat vu Seeräiber bemannt ass
Piscine	SUBST	swimming pool		Schwimmbecken		piscine	bassin	dat klengt Kand war an d'Piscine gefall a bal erdronk 	PISCINE1UNI3					a recreational facility including a swimming pool for water sports	0.6343455910682678	a recreational facility including a swimming pool for water sports	English	0.6343455910682678	eng Fräizäitanlag mat engem Schwammbecken fir Waassersportarten
Pist	SUBST	runway	ski run	Piste	markierte Bahn	piste	balisée	eise Fliger ass op enger knubbeleger Pist gelant 	PIST1UNI1					a ski run densely packed with snow	0.7287523150444031	a ski run densely packed with snow	English	0.7287523150444031	eng Ski-Streck, déi mat vill Schnéi fest zesummegepresst ass
Pist	SUBST	dance floor		Tanzfläche		piste	de danse, de patinage	mir sinn op d'Pist gaangen an hu gedanzt 	PIST1UNI2					a bare floor polished for dancing	0.6504526138305664	a bare floor polished for dancing	English	0.6504526138305664	e plakege Buedem, dee fir ze danze glat a glänzend poléiert ass
Pistoul	SUBST	pistol		Pistole		pistolet	arme	de Bandit huet der Caissière mat enger Pistoul gedreet 	PISTOUL1UNI1					a pocket pistol of large caliber with a short barrel	0.6628759503364563	a pocket pistol of large caliber with a short barrel	English	0.6628759503364563	eng kleng Handfeierwaff fir an d’Täsch, mat groussem Kaliber an engem kuerze Laf
Pizzeria	SUBST	pizzeria		Pizzeria		pizzeria		mir ginn eemol d'Woch an eng Pizzeria iessen 	PIZZERIA1UNI1	a shop where pizzas are made and sold	0.6773998737335205	ein Geschäft, in dem Pizzas hergestellt und verkauft werden	0.6796978712081909	a shop where pizzas are made and sold	0.6773998737335205	a shop where pizzas are made and sold	English	0.6773998737335205	e Buttek, wou Pizzae gemaach a verkaaft ginn
placéieren	VRB			stellen	an eine bestimmte Stelle	placer	poser	wéi solle mer d'Arrangementer placéieren , datt se d'Vue op d'Bün net blockéieren? 	PLACEIEREN1UNI8			etwas an einen bestimmten Platz tun	0.7483305931091309			etwas an einen bestimmten Platz tun	German	0.7483305931091309	eppes op eng bestëmmte Plaz setzen
Plackennummer	SUBST	number plate	registration number	Kfz-Kennzeichen		numéro d'immatriculation		ech hu fir mäin neien Auto eng personaliséiert Plackennummer ugefrot 	PLACKENNUMMER1UNI1			ein an der Vorder- und Rückseite des Fahrzeugs angebrachtes Schild mit dem amtlichen Kennzeichen des Fahrzeugs	0.6941868662834167			ein an der Vorder- und Rückseite des Fahrzeugs angebrachtes Schild mit dem amtlichen Kennzeichen des Fahrzeugs	German	0.6941868662834167	eng Tafell, déi vir an hannen um Gefier ugebraacht ass a wou dat offiziell Kennzeeche vum Gefier dropsteet
Plaffong	SUBST	ceiling	of an enclosed space	Decke	eines geschlossenen Raums	plafond	d'un lieu fermé	de Gips bréckelt scho vum Plaffong 	PLAFFONG1UNI1			geschlossene Fläche, die einen Raum nach oben begrenzt.	0.683287501335144	the inner top surface of a covered area or hollow space	0.6080427765846252	geschlossene Fläche, die einen Raum nach oben begrenzt.	German	0.683287501335144	zou Fläch, déi e Raum no uewen ofschléisst.
Plage	SUBST	beach		Strand		plage	d'un rivage	d'Kanner hunn sech op der Plage an de Sand agegruewen 	PLAGE1UNI1			das Ufer eines Meeres oder Ozeans, das als Erholungsort gilt	0.6467517018318176			das Ufer eines Meeres oder Ozeans, das als Erholungsort gilt	German	0.6467517018318176	d’Ufer vun engem Mier oder Ozean, dat als Plaz fir Erhuelung gëllt
Plagiat	SUBST	plagiarism		Plagiat		plagiat		verschidde Passagen aus senger Thees si Plagiater 	PLAGIAT1UNI1	the act of plagiarizing; taking someone's words or ideas as if they were your own	0.7166076898574829					the act of plagiarizing; taking someone's words or ideas as if they were your own	English	0.7166076898574829	d’Handlung, d’Wierder oder Iddien vun engem aneren ze iwwerhuelen an ze maachen, wéi wann et déi eege wieren
plakeg	ADJ	bare	unclothed	nackt	unbekleidet	nu	sans vêtements	et ass nach ze frësch, fir mat plakegen Äerm erauszegoen 	PLAKEG1UNI1	completely unclothed	0.8768036365509033	(informell verwendet) völlig unbekleidet	0.7429715394973755	completely unclothed	0.8768036365509033	completely unclothed	English	0.8768036365509033	ganz ouni Kleeder
planéieren	VRB	to level		planieren		niveler		ier mer kënne Wues séien, muss den Terrain planéiert ginn 	PLANEIEREN1UNI1	become level or even	0.7664762735366821			become level or even	0.7664763927459717	become level or even	English	0.7664762735366821	gläich oder eben ginn
plangen	VRB	to plan	to foresee, to intend	planen	vorsehen, vorhaben	prévoir		d'Rees huet vill méi deier kascht, wéi mer et geplangt haten 	PLANGEN1UNI1	have the will and intention to carry out some action	0.6083275675773621	Pläne für etwas machen	0.7453038692474365			have the will and intention to carry out some action	English	0.6083275675773621	de Wëllen an d’Absicht hunn, eng bestëmmten Handlung auszeféieren
plangen	VRB	to plan	to organize, to prepare	planen	organisieren, vorbereiten	organiser		si haten hir Hochzäit bis an dee klengsten Detail geplangt 	PLANGEN1UNI2					get ready for a particular purpose or event	0.6081389784812927	get ready for a particular purpose or event	English	0.6081389784812927	sech fir e bestëmmten Zweck oder Evenement prett maachen
Planifikatioun	SUBST	planning		Planung		planification		den Ingenieursbüro ass verantwortlech fir d'Planifikatioun vun den Aarbechten 	PLANIFIKATIOUN1UNI1			Ausarbeiten eines Plans	0.7368795871734619			Ausarbeiten eines Plans	German	0.7368795871734619	Ausaarbechte vun engem Plang
Planning	SUBST			Planung		planification		e realistesche Planning vun de Projete reduzéiert de Stress bei de Mataarbechter 	PLANNING1UNI1			Ausarbeiten eines Plans	0.7368795871734619			Ausarbeiten eines Plans	German	0.7368795871734619	Ausaarbechte vun engem Plang
Planz	SUBST	seedling		Setzling	Pflanze	plant	à repiquer	ech wëll Zalot setzen, kanns de mer eng Dose Planze mat vum Maart bréngen? 	PLANZ1UNI2	young plant or tree grown from a seed	0.6392122507095337			young plant or tree grown from a seed	0.6392123103141785	young plant or tree grown from a seed	English	0.6392122507095337	jonk Gewächs oder Bam, deen aus engem Som gezillt gëtt
Plat	SUBST	(serving) plate		Platte	für Speisen	plat	pièce de vaisselle	ech hu beim Spullen e Plat gebrach 	PLAT1UNI2					a main course served on a plate	0.782534122467041	a main course served on a plate	English	0.782534122467041	en Haaptgang, deen op engem Teller zerwéiert gëtt
platschen	VRB	to splash		platschen		faire plouf		et huet zerguttst geplatscht , wéi den décke Steen an d'Waasser gefall ass 	PLATSCHEN2UNI2	make a splashing sound	0.6209170818328857					make a splashing sound	English	0.6209170818328857	e sprëtzegt Geräisch maachen
platt	ADJ	flat	level, horizontal	platt	flach	plat	plan, aplati	d'Héichhaus huet e platten Daach 	PLATT1UNI1	horizontally level	0.8639671802520752					horizontally level	English	0.8639671802520752	horizontal ausgeriicht an op enger gläicher Héicht
plattdrécken	VRB	to flatten		plattdrücken		écraser	aplatir	esoubal ech eng Spann gesinn, drécken ech se platt 	PLATTDRECKEN1UNI1	make flat or flatter	0.6465030908584595					make flat or flatter	English	0.6465030908584595	flaach maachen oder nach méi flaach maachen
